"CityServiceValcon, LLC (CSV)",,,,,,,,,,
Detail Postings for Period 10 Ending 10/31/2025,,,,,,,,,,
,,,,,,,,,,
Account Number/Description,,,,,,,,,,
Period,Date,Comments,Journal,Source,Batch,Beginning Balance,Debit,Credit,Net Change,Ending Balance
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160153,S/O,ZZ011,,"10,817.10",0.00,"19,622,280.76",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160154,S/O,78507,,"18,578.33",0.00,"19,640,859.09",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160155,S/O,ZZ011,,"260,182.41",0.00,"19,901,041.50",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160157,S/O,78484,,"21,980.95",0.00,"19,923,022.45",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160159,S/O,78509,,482.50,0.00,"19,923,504.95",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160161,S/O,ZZ011,,"237,649.63",0.00,"20,161,154.58",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160162,S/O,ZZ012,,"223,711.42",0.00,"20,384,866.00",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160163,S/O,78430,,"18,360.35",0.00,"20,403,226.35",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160164,S/O,ZZ012,,"116,468.59",0.00,"20,519,694.94",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160166,S/O,10725,,0.00,"36,689.73","20,483,005.21",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160167,S/O,78431,,"24,575.62",0.00,"20,507,580.83",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160169,S/O,ZZ012,,"239,456.93",0.00,"20,747,037.76",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160170,S/O,78456,,"17,831.22",0.00,"20,764,868.98",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160171,S/O,ZZ011,,"146,841.59",0.00,"20,911,710.57",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160172,S/O,78512,,"5,362.29",0.00,"20,917,072.86",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160178,S/O,78518,,"5,205.10",0.00,"20,922,277.96",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160195,S/O,ZZ011,,"53,144.87",0.00,"20,975,422.83",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160207,S/O,78526,,"8,238.28",0.00,"20,983,661.11",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160213,S/O,78531,,"4,070.55",0.00,"20,987,731.66",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160240,S/O,78519,,"19,144.52",0.00,"21,006,876.18",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160242,S/O,78536,,"23,931.16",0.00,"21,030,807.34",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160255,S/O,78525,,"5,656.86",0.00,"21,036,464.20",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160256,S/O,78538,,"11,700.64",0.00,"21,048,164.84",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160281,S/O,78558,,"28,414.31",0.00,"21,076,579.15",
10,10/8/2025,S/O Invoice Entry - 10/8/2025,SO-160357,S/O,78535,,"4,103.78",0.00,"21,080,682.93",
10,10/9/2025,CARDLINK RECEIVABLES,CL-002667,C/L,,,"114,069.14",0.00,"21,194,752.07",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078780,A/R,86551,,"328,783.27",0.00,"21,523,535.34",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078781,A/R,86547,,0.00,"404,211.07","21,119,324.27",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078801,A/R,86566,,0.00,"236,569.56","20,882,754.71",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078802,A/R,86567,,0.00,"185,517.99","20,697,236.72",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078803,A/R,86569,,0.00,"146,426.33","20,550,810.39",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078804,A/R,86570,,0.00,"43,231.51","20,507,578.88",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078805,A/R,86571,,0.00,"2,282.25","20,505,296.63",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078806,A/R,86572,,0.00,"1,032,714.77","19,472,581.86",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078814,A/R,86585,,0.00,"3,964.30","19,468,617.56",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078816,A/R,86587,,0.00,"124,370.52","19,344,247.04",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078820,A/R,86588,,0.00,"3,196.09","19,341,050.95",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078821,A/R,86593,,0.00,"2,014.16","19,339,036.79",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078822,A/R,86592,,0.00,"82,996.24","19,256,040.55",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078823,A/R,86591,,0.00,"47,026.99","19,209,013.56",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078824,A/R,86595,,0.00,"2,750.66","19,206,262.90",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078825,A/R,86575,,0.00,1.25,"19,206,261.65",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078826,A/R,86561,,0.00,"7,600.97","19,198,660.68",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078827,A/R,86563,,0.00,"1,433.67","19,197,227.01",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078828,A/R,86568,,0.00,927.51,"19,196,299.50",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078829,A/R,86578,,0.00,339.62,"19,195,959.88",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078830,A/R,86582,,0.00,451.95,"19,195,507.93",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078831,A/R,86583,,0.00,102.32,"19,195,405.61",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078832,A/R,86594,,0.00,300.00,"19,195,105.61",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078833,A/R,86599,,125.00,0.00,"19,195,230.61",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078836,A/R,86609,,0.00,"1,566.25","19,193,664.36",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078842,A/R,86610,,0.00,"15,908.88","19,177,755.48",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078843,A/R,86612,,0.00,"18,393.32","19,159,362.16",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078855,A/R,86626,,0.00,"4,971.63","19,154,390.53",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078856,A/R,86627,,0.00,"46,289.72","19,108,100.81",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078859,A/R,86629,,0.00,"374,729.57","18,733,371.24",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078892,A/R,86665,,560.00,0.00,"18,733,931.24",
10,10/9/2025,A/R Cash Receipts Entry - 10/9/2025,CR-078961,A/R,86734,,0.00,138.80,"18,733,792.44",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160175,S/O,ZZ011,,0.00,738.51,"18,733,053.93",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160176,S/O,ZZ011,,"251,761.38",0.00,"18,984,815.31",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160177,S/O,78511,,"1,231.72",0.00,"18,986,047.03",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160179,S/O,78513,,"87,313.32",0.00,"19,073,360.35",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160181,S/O,ZZ012,,"80,352.83",0.00,"19,153,713.18",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160182,S/O,ZZ011,,"11,000.31",0.00,"19,164,713.49",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160184,S/O,ZZ011,,"144,513.03",0.00,"19,309,226.52",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160186,S/O,ZZ012,,"173,724.25",0.00,"19,482,950.77",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160187,S/O,78514,,"16,218.14",0.00,"19,499,168.91",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160188,S/O,ZZ011,,"13,713.95",0.00,"19,512,882.86",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160190,S/O,ZZ012,,"209,191.23",0.00,"19,722,074.09",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160191,S/O,ZZ013,,"9,274.98",0.00,"19,731,349.07",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160193,S/O,78523,,"1,045.05",0.00,"19,732,394.12",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160196,S/O,78522,,"1,470.30",0.00,"19,733,864.42",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160198,S/O,ZZ011,,"7,427.39",0.00,"19,741,291.81",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160200,S/O,ZZ011,,"329,747.17",0.00,"20,071,038.98",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160202,S/O,78530,,0.00,75.39,"20,070,963.59",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160205,S/O,ZZ012,,"4,905.69",0.00,"20,075,869.28",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160206,S/O,ZZ011,,"60,814.04",0.00,"20,136,683.32",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160209,S/O,ZZ011,,"24,462.73",0.00,"20,161,146.05",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160211,S/O,78534,,245.44,0.00,"20,161,391.49",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160214,S/O,ZZ012,,"242,710.94",0.00,"20,404,102.43",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160219,S/O,ZZ011,,"9,931.41",0.00,"20,414,033.84",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160226,S/O,ZZ011,,"248,545.15",0.00,"20,662,578.99",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160228,S/O,ZZ012,,0.00,2.52,"20,662,576.47",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160230,S/O,ZZ013,,"274,454.35",0.00,"20,937,030.82",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160233,S/O,78537,,"29,510.67",0.00,"20,966,541.49",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160234,S/O,78527,,562.60,0.00,"20,967,104.09",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160235,S/O,ZZ011,,"256,463.04",0.00,"21,223,567.13",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160236,S/O,ZZ011,,"10,585.71",0.00,"21,234,152.84",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160237,S/O,10825,,0.00,"42,164.63","21,191,988.21",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160239,S/O,ZZ012,,"219,498.06",0.00,"21,411,486.27",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160241,S/O,ZZ011,,"200,176.94",0.00,"21,611,663.21",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160243,S/O,78515,,"21,558.73",0.00,"21,633,221.94",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160247,S/O,78541,,"5,418.43",0.00,"21,638,640.37",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160249,S/O,ZZ011,,"189,781.55",0.00,"21,828,421.92",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160253,S/O,78542,,"12,809.56",0.00,"21,841,231.48",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160257,S/O,ZZ012,,"57,126.71",0.00,"21,898,358.19",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160258,S/O,ZZ011,,"229,016.79",0.00,"22,127,374.98",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160259,S/O,78510,,"20,725.07",0.00,"22,148,100.05",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160264,S/O,REBIL,,0.00,"1,872.24","22,146,227.81",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160270,S/O,78547,,"8,882.55",0.00,"22,155,110.36",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160275,S/O,78557,,"9,919.45",0.00,"22,165,029.81",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160276,S/O,78556,,"2,317.78",0.00,"22,167,347.59",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160280,S/O,78559,,"13,582.35",0.00,"22,180,929.94",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160300,S/O,78565,,"28,772.38",0.00,"22,209,702.32",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160303,S/O,ZZ011,,"22,219.19",0.00,"22,231,921.51",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160305,S/O,78569,,"31,482.45",0.00,"22,263,403.96",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160310,S/O,78554,,"15,231.94",0.00,"22,278,635.90",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160346,S/O,78551,,"4,021.25",0.00,"22,282,657.15",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160347,S/O,78594,,"8,127.39",0.00,"22,290,784.54",
10,10/9/2025,S/O Invoice Entry - 10/9/2025,SO-160353,S/O,78566,,"29,960.68",0.00,"22,320,745.22",
10,10/10/2025,CARDLINK RECEIVABLES,CL-002668,C/L,,,"287,692.36",0.00,"22,608,437.58",
10,10/10/2025,CARDLINK RECEIVABLES,CL-002669,C/L,,,"156,373.84",0.00,"22,764,811.42",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078815,A/R,86586,,"186,630.67",0.00,"22,951,442.09",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078818,A/R,86584,,0.00,"4,145,633.47","18,805,808.62",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078834,A/R,86602,,0.00,"245,880.52","18,559,928.10",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078835,A/R,86603,,0.00,"185,523.17","18,374,404.93",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078837,A/R,86604,,0.00,"163,796.73","18,210,608.20",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078838,A/R,86605,,0.00,"43,840.53","18,166,767.67",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078839,A/R,86606,,0.00,"2,389.97","18,164,377.70",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078840,A/R,86607,,0.00,"5,791.65","18,158,586.05",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078841,A/R,86608,,0.00,"1,082,213.98","17,076,372.07",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078844,A/R,86614,,0.00,"2,295.45","17,074,076.62",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078846,A/R,CCIMP,,0.00,"7,719.60","17,066,357.02",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078848,A/R,86616,,0.00,262.17,"17,066,094.85",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078849,A/R,86624,,0.00,"61,482.84","17,004,612.01",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078850,A/R,86619,,0.00,"1,069.96","17,003,542.05",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078853,A/R,86621,,0.00,"8,766.30","16,994,775.75",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078854,A/R,86625,,0.00,229.70,"16,994,546.05",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078857,A/R,86628,,0.00,"5,752.30","16,988,793.75",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078858,A/R,86601,,0.00,"4,776.63","16,984,017.12",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078860,A/R,86631,,0.00,558.60,"16,983,458.52",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078861,A/R,86634,,0.00,"1,268.58","16,982,189.94",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078862,A/R,86632,,0.00,"84,801.10","16,897,388.84",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078863,A/R,86635,,0.00,"3,152.28","16,894,236.56",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078864,A/R,86633,,0.00,3.51,"16,894,233.05",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078865,A/R,86596,,0.00,"6,590.62","16,887,642.43",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078866,A/R,86598,,0.00,464.41,"16,887,178.02",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078867,A/R,86600,,0.00,"1,431.52","16,885,746.50",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078868,A/R,86611,,0.00,479.85,"16,885,266.65",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078869,A/R,86613,,0.00,215.53,"16,885,051.12",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078870,A/R,86623,,0.00,729.41,"16,884,321.71",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078871,A/R,86630,,0.00,"1,151.21","16,883,170.50",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078874,A/R,C1010,,0.00,"1,098.59","16,882,071.91",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078875,A/R,V1010,,0.00,"96,105.86","16,785,966.05",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078881,A/R,86649,,0.00,100.00,"16,785,866.05",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078882,A/R,86645,,0.00,"5,310.05","16,780,556.00",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078883,A/R,86650,,0.00,"4,263.97","16,776,292.03",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078893,A/R,86666,,476.79,0.00,"16,776,768.82",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078910,A/R,86664,,0.00,"71,060.15","16,705,708.67",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078912,A/R,86679,,0.00,"1,169,114.48","15,536,594.19",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078949,A/R,86615,,0.00,225.00,"15,536,369.19",
10,10/10/2025,A/R Cash Receipts Entry - 10/10/2025,CR-078973,A/R,86737,,0.00,109.75,"15,536,259.44",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160260,S/O,78482,,"1,860.30",0.00,"15,538,119.74",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160263,S/O,78524,,"2,117.71",0.00,"15,540,237.45",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160265,S/O,78544,,259.81,0.00,"15,540,497.26",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160267,S/O,78550,,30.00,0.00,"15,540,527.26",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160268,S/O,78548,,"3,032.14",0.00,"15,543,559.40",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160269,S/O,78546,,"25,508.24",0.00,"15,569,067.64",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160273,S/O,78555,,"108,369.88",0.00,"15,677,437.52",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160274,S/O,78532,,0.00,"9,149.66","15,668,287.86",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160277,S/O,78561,,"18,799.46",0.00,"15,687,087.32",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160278,S/O,78552,,"5,007.70",0.00,"15,692,095.02",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160282,S/O,ZZ011,,"225,393.22",0.00,"15,917,488.24",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160284,S/O,78562,,0.00,100.70,"15,917,387.54",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160285,S/O,ZZ011,,"260,341.89",0.00,"16,177,729.43",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160287,S/O,ZZ013,,"245,304.19",0.00,"16,423,033.62",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160291,S/O,78517,,500.00,0.00,"16,423,533.62",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160292,S/O,ZZ012,,"260,150.51",0.00,"16,683,684.13",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160293,S/O,ZZ011,,"185,893.03",0.00,"16,869,577.16",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160294,S/O,ZZ013,,"150,651.70",0.00,"17,020,228.86",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160295,S/O,78553,,"4,668.07",0.00,"17,024,896.93",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160298,S/O,ZZ011,,"22,287.55",0.00,"17,047,184.48",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160301,S/O,ZZ011,,"305,984.09",0.00,"17,353,168.57",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160302,S/O,ZZ011,,"222,183.17",0.00,"17,575,351.74",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160304,S/O,ZZ012,,"169,324.97",0.00,"17,744,676.71",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160306,S/O,78567,,0.00,217.50,"17,744,459.21",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160314,S/O,78576,,"35,906.35",0.00,"17,780,365.56",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160320,S/O,78586,,"3,165.57",0.00,"17,783,531.13",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160336,S/O,78587,,"2,467.64",0.00,"17,785,998.77",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160364,S/O,78582,,"13,036.21",0.00,"17,799,034.98",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160373,S/O,78584,,"14,051.86",0.00,"17,813,086.84",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160387,S/O,78596,,"9,379.92",0.00,"17,822,466.76",
10,10/10/2025,S/O Invoice Entry - 10/10/2025,SO-160510,S/O,78653,,"29,214.72",0.00,"17,851,681.48",
10,10/11/2025,A/R Cash Receipts Entry - 10/11/2025,CR-078876,A/R,C1011,,0.00,303.40,"17,851,378.08",
10,10/11/2025,A/R Cash Receipts Entry - 10/11/2025,CR-078877,A/R,V1011,,0.00,"15,449.13","17,835,928.95",
10,10/12/2025,A/R Cash Receipts Entry - 10/12/2025,CR-078878,A/R,C1012,,0.00,"3,393.37","17,832,535.58",
10,10/12/2025,A/R Cash Receipts Entry - 10/12/2025,CR-078879,A/R,V1012,,0.00,"2,507.12","17,830,028.46",
10,10/12/2025,A/R Cash Receipts Entry - 10/12/2025,CR-078880,A/R,WFIMP,,0.00,225.10,"17,829,803.36",
10,10/12/2025,A/R Cash Receipts Entry - 10/12/2025,CR-078884,A/R,86651,,0.00,100.00,"17,829,703.36",
10,10/12/2025,S/O Invoice Entry - 10/12/2025,SO-160326,S/O,78588,,"29,857.43",0.00,"17,859,560.79",
10,10/12/2025,S/O Invoice Entry - 10/12/2025,SO-160327,S/O,ZZ011,,"25,619.72",0.00,"17,885,180.51",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078872,A/R,86640,,0.00,58.44,"17,885,122.07",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078885,A/R,86643,,0.00,"259,260.51","17,625,861.56",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078886,A/R,86644,,0.00,"212,418.13","17,413,443.43",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078887,A/R,86646,,0.00,"166,393.35","17,247,050.08",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078888,A/R,86647,,0.00,"50,028.03","17,197,022.05",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078889,A/R,86648,,0.00,"2,172.91","17,194,849.14",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078890,A/R,86652,,0.00,"4,064.40","17,190,784.74",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078891,A/R,86653,,0.00,"1,151,778.95","16,039,005.79",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078894,A/R,86656,,0.00,"195,278.87","15,843,726.92",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078895,A/R,86657,,0.00,"134,465.71","15,709,261.21",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078896,A/R,86658,,0.00,"27,321.90","15,681,939.31",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078897,A/R,86659,,0.00,"2,177.68","15,679,761.63",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078898,A/R,86660,,0.00,"4,768.71","15,674,992.92",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078899,A/R,86642,,0.00,10.17,"15,674,982.75",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078900,A/R,86661,,0.00,"6,312.55","15,668,670.20",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078901,A/R,86662,,110.00,0.00,"15,668,780.20",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078902,A/R,86663,,0.00,"906,501.32","14,762,278.88",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078903,A/R,86668,,0.00,"475,616.31","14,286,662.57",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078904,A/R,86670,,0.00,"148,094.59","14,138,567.98",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078905,A/R,86671,,0.00,"109,197.88","14,029,370.10",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078906,A/R,86672,,0.00,"26,998.39","14,002,371.71",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078907,A/R,86673,,0.00,"1,706.71","14,000,665.00",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078908,A/R,86674,,0.00,"3,511.89","13,997,153.11",
10,10/13/2025,A/R Cash Receipts Entry - 10/13/2025,CR-078909,A/R,86675,,0.00,"741,964.99","13,255,188.12",
