Invoice,InvoiceDate,Due,Amount
P1025-PP,10/20/2025,10/20/2025,-0.01
0888720-IN,10/16/2025,11/10/2025,1564.5
0890171-IN,10/16/2025,11/10/2025,6678.09
0890939-IN,10/19/2025,11/10/2025,13369.75
PP1025-PP,10/20/2025,10/20/2025,-141.4
S071953-IN,10/16/2025,11/10/2025,144.02
5874934-PP,10/20/2025,10/20/2025,-1065.74
5874935-PP,10/20/2025,10/20/2025,19.44
5874936-PP,10/20/2025,10/20/2025,-1060.27
5874937-PP,10/20/2025,10/20/2025,20.56
5874938-PP,10/20/2025,10/20/2025,-1044.58
5874939-PP,10/20/2025,10/20/2025,18.21
5874940-PP,10/20/2025,10/20/2025,-1130.92
5874941-PP,10/20/2025,10/20/2025,18.42
5874942-PP,10/20/2025,10/20/2025,-1451.6
5874943-PP,10/20/2025,10/20/2025,23.74
5874944-PP,10/20/2025,10/20/2025,-1182.53
5874945-PP,10/20/2025,10/20/2025,21.82
5874946-PP,10/20/2025,10/20/2025,-1055.86
5874947-PP,10/20/2025,10/20/2025,19.06
5874948-PP,10/20/2025,10/20/2025,-891.65
5874949-PP,10/20/2025,10/20/2025,17.12
5874950-PP,10/20/2025,10/20/2025,-999.43
5874951-PP,10/20/2025,10/20/2025,20.68
5874952-PP,10/20/2025,10/20/2025,-750.27
5874953-PP,10/20/2025,10/20/2025,14.78
5874954-PP,10/20/2025,10/20/2025,-515.12
5874955-PP,10/20/2025,10/20/2025,9.07
5874956-PP,10/20/2025,10/20/2025,-1052.86
5874957-PP,10/20/2025,10/20/2025,19.47
W266817-IN,10/17/2025,11/10/2025,145
CL49337-IN,10/16/2025,11/5/2025,232.16
PP1025-PP,10/20/2025,10/20/2025,-0.28
PB1025-PP,10/16/2025,10/16/2025,-2925
S346360-IN,10/16/2025,11/10/2025,360
S071948-IN,10/16/2025,11/20/2025,113.57
5873203-PP,10/20/2025,10/20/2025,-1172.72
5873204-PP,10/20/2025,10/20/2025,-3270.47
5873205-PP,10/20/2025,10/20/2025,-3720.11
S346199-IN,10/16/2025,11/10/2025,99.9
S346200-IN,10/16/2025,11/10/2025,145.08
CL49338-IN,10/16/2025,11/5/2025,816.61
S346629-IN,10/16/2025,11/10/2025,720
5875034-PP,10/20/2025,10/20/2025,-395.72
5875035-PP,10/20/2025,10/20/2025,9.53
5874822-PP,10/20/2025,10/20/2025,-465.49
5874823-PP,10/20/2025,10/20/2025,10.47
5873016-PP,10/20/2025,10/20/2025,-78.71
5873017-PP,10/20/2025,10/20/2025,1.97
5873018-PP,10/20/2025,10/20/2025,-148.7
5873019-PP,10/20/2025,10/20/2025,3.3
5873020-PP,10/20/2025,10/20/2025,-311.91
5873021-PP,10/20/2025,10/20/2025,6.06
5873022-PP,10/20/2025,10/20/2025,-2865.93
5873023-PP,10/20/2025,10/20/2025,71.21
5873024-PP,10/20/2025,10/20/2025,-3881.33
5873025-PP,10/20/2025,10/20/2025,90.83
5873026-PP,10/20/2025,10/20/2025,-3359.2
5873027-PP,10/20/2025,10/20/2025,74.54
5873028-PP,10/20/2025,10/20/2025,-1194.84
5873029-PP,10/20/2025,10/20/2025,27.61
5875074-PP,10/20/2025,10/20/2025,-1574.4
5875075-PP,10/20/2025,10/20/2025,26.75
5875076-PP,10/20/2025,10/20/2025,-1317.49
5875077-PP,10/20/2025,10/20/2025,22.13
5875078-PP,10/20/2025,10/20/2025,-1329.48
5875079-PP,10/20/2025,10/20/2025,20.47
5875080-PP,10/20/2025,10/20/2025,-1262.73
5875081-PP,10/20/2025,10/20/2025,21.52
5875082-PP,10/20/2025,10/20/2025,-1235.99
5875083-PP,10/20/2025,10/20/2025,20.88
5875084-PP,10/20/2025,10/20/2025,-1471.73
5875085-PP,10/20/2025,10/20/2025,26.41
5875086-PP,10/20/2025,10/20/2025,-890.15
5875087-PP,10/20/2025,10/20/2025,6.81
5875088-PP,10/20/2025,10/20/2025,220
5873436-PP,10/20/2025,10/20/2025,-1553.78
5873437-PP,10/20/2025,10/20/2025,26.8
5873438-PP,10/20/2025,10/20/2025,-1132.14
5873439-PP,10/20/2025,10/20/2025,21.92
5873440-PP,10/20/2025,10/20/2025,-1169.39
5873441-PP,10/20/2025,10/20/2025,22.64
5873442-PP,10/20/2025,10/20/2025,-1571.25
5873443-PP,10/20/2025,10/20/2025,23.25
5873444-PP,10/20/2025,10/20/2025,-825.74
5873445-PP,10/20/2025,10/20/2025,14.41
5873446-PP,10/20/2025,10/20/2025,-150.4
5873447-PP,10/20/2025,10/20/2025,-3.3
5873448-PP,10/20/2025,10/20/2025,-1195.57
5873449-PP,10/20/2025,10/20/2025,21.84
5873450-PP,10/20/2025,10/20/2025,-1558.55
5873451-PP,10/20/2025,10/20/2025,28.44
5873452-PP,10/20/2025,10/20/2025,-1081.08
5873453-PP,10/20/2025,10/20/2025,18.23
5873454-PP,10/20/2025,10/20/2025,-1227.47
5873455-PP,10/20/2025,10/20/2025,22.37
5873456-PP,10/20/2025,10/20/2025,-1475.05
5873457-PP,10/20/2025,10/20/2025,25.26
5873458-PP,10/20/2025,10/20/2025,-1562.06
5873459-PP,10/20/2025,10/20/2025,27.15
5873460-PP,10/20/2025,10/20/2025,-1145.88
5873461-PP,10/20/2025,10/20/2025,21.65
5873462-PP,10/20/2025,10/20/2025,-1558.81
5873463-PP,10/20/2025,10/20/2025,28.04
5873464-PP,10/20/2025,10/20/2025,-1233.33
5873465-PP,10/20/2025,10/20/2025,20.69
5873466-PP,10/20/2025,10/20/2025,-1113.73
5873467-PP,10/20/2025,10/20/2025,17.19
5873468-PP,10/20/2025,10/20/2025,-1393.58
5873469-PP,10/20/2025,10/20/2025,24.38
5873109-PP,10/20/2025,10/20/2025,-3258.78
5873110-PP,10/20/2025,10/20/2025,75.82
5873111-PP,10/20/2025,10/20/2025,-445.17
5873112-PP,10/20/2025,10/20/2025,9.36
5873113-PP,10/20/2025,10/20/2025,-762.5
5873114-PP,10/20/2025,10/20/2025,18.89
5873115-PP,10/20/2025,10/20/2025,-46.05
5873116-PP,10/20/2025,10/20/2025,0.42
5873117-PP,10/20/2025,10/20/2025,-100.25
5873118-PP,10/20/2025,10/20/2025,0.9
5873119-PP,10/20/2025,10/20/2025,-3790.65
5873120-PP,10/20/2025,10/20/2025,85.73
5873121-PP,10/20/2025,10/20/2025,-3630.43
5873122-PP,10/20/2025,10/20/2025,81.02
5873123-PP,10/20/2025,10/20/2025,-1494.28
5873124-PP,10/20/2025,10/20/2025,34.31
5873125-PP,10/20/2025,10/20/2025,-3971.42
5873126-PP,10/20/2025,10/20/2025,87.79
5873127-PP,10/20/2025,10/20/2025,-4003.97
5873128-PP,10/20/2025,10/20/2025,84.02
5873129-PP,10/20/2025,10/20/2025,-4042.46
5873130-PP,10/20/2025,10/20/2025,86.69
5873131-PP,10/20/2025,10/20/2025,-3971.73
5873132-PP,10/20/2025,10/20/2025,89.99
5873133-PP,10/20/2025,10/20/2025,-3211.56
5873134-PP,10/20/2025,10/20/2025,73.92
5873135-PP,10/20/2025,10/20/2025,-3406
5873136-PP,10/20/2025,10/20/2025,78.77
5873137-PP,10/20/2025,10/20/2025,-235.1
5873138-PP,10/20/2025,10/20/2025,5.06
5871488-PP,10/17/2025,10/17/2025,-903.41
5871489-PP,10/17/2025,10/17/2025,15.42
5871490-PP,10/17/2025,10/17/2025,-849.23
5871491-PP,10/17/2025,10/17/2025,15.44
5871492-PP,10/17/2025,10/17/2025,-857.78
5871493-PP,10/17/2025,10/17/2025,14.56
5871494-PP,10/17/2025,10/17/2025,-867.34
5871495-PP,10/17/2025,10/17/2025,13.94
5871496-PP,10/17/2025,10/17/2025,-965.62
5871497-PP,10/17/2025,10/17/2025,15.97
5871498-PP,10/17/2025,10/17/2025,-931.75
5871499-PP,10/17/2025,10/17/2025,15.15
5871500-PP,10/17/2025,10/17/2025,-859.53
5871501-PP,10/17/2025,10/17/2025,16.48
5871502-PP,10/17/2025,10/17/2025,-1085.95
5871503-PP,10/17/2025,10/17/2025,20.5
5871504-PP,10/17/2025,10/17/2025,-917.47
5871505-PP,10/17/2025,10/17/2025,16.53
5871506-PP,10/17/2025,10/17/2025,-754.12
5871507-PP,10/17/2025,10/17/2025,13.11
5871508-PP,10/17/2025,10/17/2025,-716.07
5871509-PP,10/17/2025,10/17/2025,14.63
5871510-PP,10/17/2025,10/17/2025,-400.23
5871511-PP,10/17/2025,10/17/2025,6.12
5871512-PP,10/17/2025,10/17/2025,-762.98
5871513-PP,10/17/2025,10/17/2025,13.01
5871514-PP,10/17/2025,10/17/2025,-702.52
5871515-PP,10/17/2025,10/17/2025,14.62
5871516-PP,10/17/2025,10/17/2025,-64.43
5871517-PP,10/17/2025,10/17/2025,-4.26
5873921-PP,10/20/2025,10/20/2025,-992.93
5873922-PP,10/20/2025,10/20/2025,15.74
5873923-PP,10/20/2025,10/20/2025,-804.26
5873924-PP,10/20/2025,10/20/2025,12.56
5873925-PP,10/20/2025,10/20/2025,-874.22
5873926-PP,10/20/2025,10/20/2025,16.02
5873927-PP,10/20/2025,10/20/2025,-1005.38
5873928-PP,10/20/2025,10/20/2025,15.44
5873929-PP,10/20/2025,10/20/2025,-979.08
5873930-PP,10/20/2025,10/20/2025,16.36
5873931-PP,10/20/2025,10/20/2025,-913.82
5873932-PP,10/20/2025,10/20/2025,15.23
5873933-PP,10/20/2025,10/20/2025,-975.4
5873934-PP,10/20/2025,10/20/2025,16.65
5873935-PP,10/20/2025,10/20/2025,-921.99
5873936-PP,10/20/2025,10/20/2025,15.86
5873937-PP,10/20/2025,10/20/2025,-810.95
5873938-PP,10/20/2025,10/20/2025,15.48
5873939-PP,10/20/2025,10/20/2025,-941.81
5873940-PP,10/20/2025,10/20/2025,17.01
5873941-PP,10/20/2025,10/20/2025,-843.75
5873942-PP,10/20/2025,10/20/2025,15.73
5873943-PP,10/20/2025,10/20/2025,-908.12
5873944-PP,10/20/2025,10/20/2025,17.3
5873945-PP,10/20/2025,10/20/2025,-599.03
5873946-PP,10/20/2025,10/20/2025,10.73
5873947-PP,10/20/2025,10/20/2025,-854.33
5873948-PP,10/20/2025,10/20/2025,13.93
5873949-PP,10/20/2025,10/20/2025,-750.66
5873950-PP,10/20/2025,10/20/2025,12.55
5873951-PP,10/20/2025,10/20/2025,-27
5873952-PP,10/20/2025,10/20/2025,0.09
CL49339-IN,10/16/2025,11/10/2025,202.65
0884522-IN,10/17/2025,11/16/2025,53003.18
0886314-IN,10/16/2025,11/15/2025,33914.4
CL49365-IN,10/16/2025,10/21/2025,2788.51
5873668-PP,10/20/2025,10/20/2025,-878.04
5873669-PP,10/20/2025,10/20/2025,17.19
5873670-PP,10/20/2025,10/20/2025,-967.75
5873671-PP,10/20/2025,10/20/2025,18.76
5873672-PP,10/20/2025,10/20/2025,-691.25
5873673-PP,10/20/2025,10/20/2025,15.65
5873674-PP,10/20/2025,10/20/2025,-836.25
5873675-PP,10/20/2025,10/20/2025,15.84
5873676-PP,10/20/2025,10/20/2025,-796.65
5873677-PP,10/20/2025,10/20/2025,17.14
5873678-PP,10/20/2025,10/20/2025,-1010.07
5873679-PP,10/20/2025,10/20/2025,18.22
5873680-PP,10/20/2025,10/20/2025,-924.25
5873681-PP,10/20/2025,10/20/2025,19.3
5873682-PP,10/20/2025,10/20/2025,-1103.01
5873683-PP,10/20/2025,10/20/2025,21.05
5873684-PP,10/20/2025,10/20/2025,-721.28
5873685-PP,10/20/2025,10/20/2025,15.14
5873686-PP,10/20/2025,10/20/2025,-822.47
5873687-PP,10/20/2025,10/20/2025,15.59
5873688-PP,10/20/2025,10/20/2025,-689.82
5873689-PP,10/20/2025,10/20/2025,14.95
5873690-PP,10/20/2025,10/20/2025,-1002.69
5873691-PP,10/20/2025,10/20/2025,18.23
5873337-PP,10/20/2025,10/20/2025,-6740.85
5873338-PP,10/20/2025,10/20/2025,141.55
5873348-PP,10/20/2025,10/20/2025,-8.12
5873349-PP,10/20/2025,10/20/2025,31.79
5873350-PP,10/20/2025,10/20/2025,-1.23
5870301-PP,10/16/2025,10/16/2025,-1120.88
5870302-PP,10/16/2025,10/16/2025,18
5870303-PP,10/16/2025,10/16/2025,-189.15
5870304-PP,10/16/2025,10/16/2025,2.03
5870305-PP,10/16/2025,10/16/2025,-49.39
5870306-PP,10/16/2025,10/16/2025,-1.07
5870307-PP,10/16/2025,10/16/2025,-40.08
5870308-PP,10/16/2025,10/16/2025,0.2
5872668-PP,10/17/2025,10/17/2025,-1172.01
5872669-PP,10/17/2025,10/17/2025,16.93
5872670-PP,10/17/2025,10/17/2025,-249.85
5872671-PP,10/17/2025,10/17/2025,3.35
5872672-PP,10/17/2025,10/17/2025,-29.2
5872673-PP,10/17/2025,10/17/2025,0.08
5875203-PP,10/20/2025,10/20/2025,-1118.99
5875204-PP,10/20/2025,10/20/2025,19.56
5875205-PP,10/20/2025,10/20/2025,-585.79
5875206-PP,10/20/2025,10/20/2025,8.31
W266831-IN,10/16/2025,11/10/2025,3209.88
5875255-PP,10/20/2025,10/20/2025,-1175.37
5875256-PP,10/20/2025,10/20/2025,19.79
5875257-PP,10/20/2025,10/20/2025,-1389.58
5875258-PP,10/20/2025,10/20/2025,24.65
5875259-PP,10/20/2025,10/20/2025,-1639.27
5875260-PP,10/20/2025,10/20/2025,25.18
5875261-PP,10/20/2025,10/20/2025,-1377.25
5875262-PP,10/20/2025,10/20/2025,19.42
5875263-PP,10/20/2025,10/20/2025,-1536.94
5875264-PP,10/20/2025,10/20/2025,21.46
5875265-PP,10/20/2025,10/20/2025,-2081.49
5875266-PP,10/20/2025,10/20/2025,34.65
5875267-PP,10/20/2025,10/20/2025,-1313.45
5875268-PP,10/20/2025,10/20/2025,24.84
5875269-PP,10/20/2025,10/20/2025,-1190.33
5875270-PP,10/20/2025,10/20/2025,22.26
5875271-PP,10/20/2025,10/20/2025,-88.68
5875272-PP,10/20/2025,10/20/2025,2.16
5875273-PP,10/20/2025,10/20/2025,-230.86
5875274-PP,10/20/2025,10/20/2025,-4.63
5875275-PP,10/20/2025,10/20/2025,-804.09
5875276-PP,10/20/2025,10/20/2025,-3.97
CL49366-IN,10/16/2025,10/16/2025,961.2
5873172-PP,10/20/2025,10/20/2025,-8392.78
S071949-IN,10/16/2025,10/19/2025,382.8
5875277-PP,10/20/2025,10/20/2025,-428.54
5875278-PP,10/20/2025,10/20/2025,10.64
5875239-PP,10/20/2025,10/20/2025,-857.16
5875240-PP,10/20/2025,10/20/2025,19.6
0890335-IN,10/16/2025,11/10/2025,273.07
5868474-PP,10/16/2025,10/16/2025,-2966.14
5870824-PP,10/17/2025,10/17/2025,-2140.99
5873193-PP,10/20/2025,10/20/2025,-2937.68
5874597-PP,10/20/2025,10/20/2025,-192.99
5874598-PP,10/20/2025,10/20/2025,4.85
CL49340-IN,10/16/2025,11/5/2025,154.76
0890040-IN,10/17/2025,11/10/2025,271.05
0889810-IN,10/20/2025,11/10/2025,4810.82
0889513-IN,10/16/2025,11/10/2025,139.97
0889731-IN,10/16/2025,11/10/2025,249.18
CL49367-IN,10/16/2025,10/21/2025,303.4
5870269-PP,10/16/2025,10/16/2025,-896.82
5870270-PP,10/16/2025,10/16/2025,16.24
5870271-PP,10/16/2025,10/16/2025,-254.96
5870272-PP,10/16/2025,10/16/2025,4.13
5872628-PP,10/17/2025,10/17/2025,-625.23
5872629-PP,10/17/2025,10/17/2025,11.84
5872630-PP,10/17/2025,10/17/2025,-145.14
5872631-PP,10/17/2025,10/17/2025,2.84
5875167-PP,10/20/2025,10/20/2025,-25.02
5875168-PP,10/20/2025,10/20/2025,0.14
5875169-PP,10/20/2025,10/20/2025,-606.26
5875170-PP,10/20/2025,10/20/2025,8.83
5875171-PP,10/20/2025,10/20/2025,-93.99
5875172-PP,10/20/2025,10/20/2025,1.2
5875173-PP,10/20/2025,10/20/2025,-1247.42
5875174-PP,10/20/2025,10/20/2025,20.69
5875175-PP,10/20/2025,10/20/2025,-1498.58
5875176-PP,10/20/2025,10/20/2025,28.28
5875177-PP,10/20/2025,10/20/2025,-1904.93
5875178-PP,10/20/2025,10/20/2025,31.68
5875179-PP,10/20/2025,10/20/2025,-1252.85
5875180-PP,10/20/2025,10/20/2025,21.88
5875181-PP,10/20/2025,10/20/2025,-777.7
5875182-PP,10/20/2025,10/20/2025,14.09
5874958-PP,10/20/2025,10/20/2025,-931.21
5874959-PP,10/20/2025,10/20/2025,16.46
5874960-PP,10/20/2025,10/20/2025,-1134.57
5874961-PP,10/20/2025,10/20/2025,19.22
5874962-PP,10/20/2025,10/20/2025,-1103.71
5874963-PP,10/20/2025,10/20/2025,21.48
5874964-PP,10/20/2025,10/20/2025,-1123.22
5874965-PP,10/20/2025,10/20/2025,22.73
5874966-PP,10/20/2025,10/20/2025,-925.7
5874967-PP,10/20/2025,10/20/2025,17.7
5874968-PP,10/20/2025,10/20/2025,-1140.39
5874969-PP,10/20/2025,10/20/2025,19.9
5874970-PP,10/20/2025,10/20/2025,-1121.91
5874971-PP,10/20/2025,10/20/2025,24.25
5875089-PP,10/20/2025,10/20/2025,-919.93
5875090-PP,10/20/2025,10/20/2025,27.54
W266813-IN,10/17/2025,11/10/2025,25
5874842-PP,10/20/2025,10/20/2025,-2154.66
5874843-PP,10/20/2025,10/20/2025,57.33
5874844-PP,10/20/2025,10/20/2025,-350.34
5874845-PP,10/20/2025,10/20/2025,9.54
5873953-PP,10/20/2025,10/20/2025,-71.48
5873954-PP,10/20/2025,10/20/2025,1.54
5873955-PP,10/20/2025,10/20/2025,-618.79
5873956-PP,10/20/2025,10/20/2025,13.92
0890717-IN,10/16/2025,10/22/2025,3520.19
5874990-PP,10/20/2025,10/20/2025,-335.37
5874991-PP,10/20/2025,10/20/2025,7.87
5868297-PP,10/16/2025,10/16/2025,-1714.64
5868298-PP,10/16/2025,10/16/2025,40.02
5868299-PP,10/16/2025,10/16/2025,-4633.52
5868300-PP,10/16/2025,10/16/2025,104.15
5868301-PP,10/16/2025,10/16/2025,-2596.4
5868302-PP,10/16/2025,10/16/2025,69.53
5870655-PP,10/17/2025,10/17/2025,-3017.84
5870656-PP,10/17/2025,10/17/2025,66.31
5870657-PP,10/17/2025,10/17/2025,-3809.98
5870658-PP,10/17/2025,10/17/2025,93.03
5870659-PP,10/17/2025,10/17/2025,-2798.72
5870660-PP,10/17/2025,10/17/2025,71.08
5873010-PP,10/20/2025,10/20/2025,-2362.57
5873011-PP,10/20/2025,10/20/2025,57.89
5873012-PP,10/20/2025,10/20/2025,-4029.8
5873013-PP,10/20/2025,10/20/2025,97.72
5873014-PP,10/20/2025,10/20/2025,-3051.95
5873015-PP,10/20/2025,10/20/2025,74.01
CL49341-IN,10/16/2025,11/10/2025,582.4
5875093-PP,10/20/2025,10/20/2025,-1141.15
5875094-PP,10/20/2025,10/20/2025,28.46
W266679-IN,10/16/2025,10/19/2025,429
5873795-PP,10/20/2025,10/20/2025,-223.27
5873796-PP,10/20/2025,10/20/2025,5.02
5873797-PP,10/20/2025,10/20/2025,-55.61
5873798-PP,10/20/2025,10/20/2025,1.26
W266851-CM,10/17/2025,1/0/1900,-1141.57
W266859-CM,10/17/2025,1/0/1900,-332.82
W266861-CM,10/17/2025,1/0/1900,-1163.34
W266864-CM,10/17/2025,1/0/1900,-161.75
W266867-CM,10/17/2025,1/0/1900,-2065.39
W266868-CM,10/17/2025,1/0/1900,-2317.34
W266873-CM,10/17/2025,1/0/1900,-298.61
W266874-CM,10/17/2025,1/0/1900,-202.18
W266875-CM,10/17/2025,1/0/1900,-1673.46
5873398-PP,10/20/2025,10/20/2025,-1047.61
5873399-PP,10/20/2025,10/20/2025,18.87
5873400-PP,10/20/2025,10/20/2025,-1027.26
5873401-PP,10/20/2025,10/20/2025,19.6
5873402-PP,10/20/2025,10/20/2025,-813.67
5873403-PP,10/20/2025,10/20/2025,16.45
5873404-PP,10/20/2025,10/20/2025,-48.48
5873405-PP,10/20/2025,10/20/2025,1.23
5873406-PP,10/20/2025,10/20/2025,-957.08
5873407-PP,10/20/2025,10/20/2025,19.17
5875095-PP,10/20/2025,10/20/2025,-692.83
5875096-PP,10/20/2025,10/20/2025,22.52
5875119-PP,10/20/2025,10/20/2025,-796.38
5875120-PP,10/20/2025,10/20/2025,20.45
0888317-IN,10/17/2025,11/10/2025,245.93
0890634-IN,10/17/2025,11/10/2025,401.06
5875097-PP,10/20/2025,10/20/2025,-2085
5875098-PP,10/20/2025,10/20/2025,46.91
5875121-PP,10/20/2025,10/20/2025,-18.98
5875122-PP,10/20/2025,10/20/2025,0.4
5875123-PP,10/20/2025,10/20/2025,-875.94
5875124-PP,10/20/2025,10/20/2025,14.71
5875125-PP,10/20/2025,10/20/2025,-858.68
5875126-PP,10/20/2025,10/20/2025,14.46
5875127-PP,10/20/2025,10/20/2025,-895.25
5875128-PP,10/20/2025,10/20/2025,13.5
5875129-PP,10/20/2025,10/20/2025,-952.52
5875130-PP,10/20/2025,10/20/2025,16.28
5875131-PP,10/20/2025,10/20/2025,-77.12
5875132-PP,10/20/2025,10/20/2025,0.98
5875133-PP,10/20/2025,10/20/2025,-723.98
5875134-PP,10/20/2025,10/20/2025,11.72
W266681-IN,10/16/2025,10/26/2025,145
CL49368-IN,10/16/2025,10/26/2025,2479.06
5869020-PP,10/16/2025,10/16/2025,-227.44
5869021-PP,10/16/2025,10/16/2025,5.12
5871373-PP,10/17/2025,10/17/2025,-781.83
5871374-PP,10/17/2025,10/17/2025,17.6
5873778-PP,10/20/2025,10/20/2025,-1330.16
5873779-PP,10/20/2025,10/20/2025,33.74
5873780-PP,10/20/2025,10/20/2025,-1930.39
5873781-PP,10/20/2025,10/20/2025,54.47
S050506-IN,10/16/2025,11/10/2025,618.97
W266732-IN,10/16/2025,11/10/2025,99
S050568-IN,10/16/2025,11/10/2025,752.39
S346639-IN,10/16/2025,11/10/2025,640.62
5873174-PP,10/20/2025,10/20/2025,-2856.23
5873175-PP,10/20/2025,10/20/2025,-2933.52
5873176-PP,10/20/2025,10/20/2025,-3062.21
5873177-PP,10/20/2025,10/20/2025,-4032.71
5873178-PP,10/20/2025,10/20/2025,-3480.72
5873179-PP,10/20/2025,10/20/2025,-2940.65
5873180-PP,10/20/2025,10/20/2025,-3145.79
5873181-PP,10/20/2025,10/20/2025,-123.55
S071960-IN,10/16/2025,11/10/2025,236.29
5874290-PP,10/20/2025,10/20/2025,-39.07
5874291-PP,10/20/2025,10/20/2025,0.19
5874292-PP,10/20/2025,10/20/2025,-1091.73
5874293-PP,10/20/2025,10/20/2025,16.89
5874294-PP,10/20/2025,10/20/2025,-81.78
5874295-PP,10/20/2025,10/20/2025,1.6
5873799-PP,10/20/2025,10/20/2025,-60.22
5873800-PP,10/20/2025,10/20/2025,1.35
5875189-PP,10/20/2025,10/20/2025,-1190.4
5875190-PP,10/20/2025,10/20/2025,18
5875191-PP,10/20/2025,10/20/2025,-1124.26
5875192-PP,10/20/2025,10/20/2025,16.2
5875193-PP,10/20/2025,10/20/2025,-1144.8
5875194-PP,10/20/2025,10/20/2025,18.33
5875195-PP,10/20/2025,10/20/2025,-1476.78
5875196-PP,10/20/2025,10/20/2025,21.99
5875197-PP,10/20/2025,10/20/2025,-48.24
5875198-PP,10/20/2025,10/20/2025,0.79
5875199-PP,10/20/2025,10/20/2025,-765.27
5875200-PP,10/20/2025,10/20/2025,14.74
5875201-PP,10/20/2025,10/20/2025,-1175.37
5875202-PP,10/20/2025,10/20/2025,18.93
S346578-IN,10/16/2025,11/10/2025,577.85
5873214-PP,10/20/2025,10/20/2025,-5854.23
5873215-PP,10/20/2025,10/20/2025,124.09
5873244-PP,10/20/2025,10/20/2025,1.59
5873245-PP,10/20/2025,10/20/2025,-0.55
5873889-PP,10/20/2025,10/20/2025,-947.83
5873890-PP,10/20/2025,10/20/2025,23.02
5873891-PP,10/20/2025,10/20/2025,-1032.68
5873892-PP,10/20/2025,10/20/2025,20.38
5873893-PP,10/20/2025,10/20/2025,-1079.45
5873894-PP,10/20/2025,10/20/2025,23.1
5873895-PP,10/20/2025,10/20/2025,-1374.77
5873896-PP,10/20/2025,10/20/2025,26.78
5873897-PP,10/20/2025,10/20/2025,-1211.76
5873898-PP,10/20/2025,10/20/2025,20.74
5873899-PP,10/20/2025,10/20/2025,-1208.25
5873900-PP,10/20/2025,10/20/2025,24.63
5873901-PP,10/20/2025,10/20/2025,-1098.77
5873902-PP,10/20/2025,10/20/2025,23.46
5873903-PP,10/20/2025,10/20/2025,-1135.7
5873904-PP,10/20/2025,10/20/2025,22.72
5873905-PP,10/20/2025,10/20/2025,-1303.36
5873906-PP,10/20/2025,10/20/2025,26.31
5873907-PP,10/20/2025,10/20/2025,-1494.52
5873908-PP,10/20/2025,10/20/2025,30.93
5873909-PP,10/20/2025,10/20/2025,-1147.04
5873910-PP,10/20/2025,10/20/2025,23.67
5873911-PP,10/20/2025,10/20/2025,-1350.1
5873912-PP,10/20/2025,10/20/2025,29.61
5873913-PP,10/20/2025,10/20/2025,-685.89
5873914-PP,10/20/2025,10/20/2025,14.71
5873915-PP,10/20/2025,10/20/2025,-1161.68
5873916-PP,10/20/2025,10/20/2025,21.3
5873917-PP,10/20/2025,10/20/2025,-37.21
5873918-PP,10/20/2025,10/20/2025,-0.48
5873919-PP,10/20/2025,10/20/2025,-149.84
5873920-PP,10/20/2025,10/20/2025,-2.2
0889664-IN,10/16/2025,11/10/2025,412.64
5873097-PP,10/20/2025,10/20/2025,-50.83
5873098-PP,10/20/2025,10/20/2025,1.44
5873099-PP,10/20/2025,10/20/2025,-1731.62
5873100-PP,10/20/2025,10/20/2025,32.09
5873101-PP,10/20/2025,10/20/2025,-4135.62
5873102-PP,10/20/2025,10/20/2025,82.07
5873103-PP,10/20/2025,10/20/2025,-3968.4
5873104-PP,10/20/2025,10/20/2025,81.69
5873105-PP,10/20/2025,10/20/2025,-61.92
5873106-PP,10/20/2025,10/20/2025,0.55
5873107-PP,10/20/2025,10/20/2025,-247.17
5873108-PP,10/20/2025,10/20/2025,4.18
CL49369-IN,10/16/2025,10/21/2025,63.03
5875455-PP,10/20/2025,10/20/2025,-175.72
5875456-PP,10/20/2025,10/20/2025,4.83
5875117-PP,10/20/2025,10/20/2025,-57.5
5875118-PP,10/20/2025,10/20/2025,1.29
S346158-IN,10/16/2025,11/10/2025,151.47
VC10.16-PP,10/16/2025,10/16/2025,-1487.5
CL49370-IN,10/16/2025,10/21/2025,723.91
5873542-PP,10/20/2025,10/20/2025,-788.25
5873543-PP,10/20/2025,10/20/2025,15.76
5873544-PP,10/20/2025,10/20/2025,-940.26
5873545-PP,10/20/2025,10/20/2025,12.73
5873546-PP,10/20/2025,10/20/2025,-835.59
5873547-PP,10/20/2025,10/20/2025,15.02
5873548-PP,10/20/2025,10/20/2025,-1124.27
5873549-PP,10/20/2025,10/20/2025,19.2
5873550-PP,10/20/2025,10/20/2025,-953.82
5873551-PP,10/20/2025,10/20/2025,15.75
S346259-IN,10/16/2025,11/10/2025,441.97
S050571-IN,10/16/2025,11/10/2025,383.03
5875217-PP,10/20/2025,10/20/2025,-863.23
5875218-PP,10/20/2025,10/20/2025,19.58
5875219-PP,10/20/2025,10/20/2025,-875.19
5875220-PP,10/20/2025,10/20/2025,16.97
5875221-PP,10/20/2025,10/20/2025,-91.1
5875222-PP,10/20/2025,10/20/2025,1.92
5875223-PP,10/20/2025,10/20/2025,-1068.02
5875224-PP,10/20/2025,10/20/2025,22.31
5875225-PP,10/20/2025,10/20/2025,-42.6
5875226-PP,10/20/2025,10/20/2025,0.43
5875227-PP,10/20/2025,10/20/2025,-1154.66
5875228-PP,10/20/2025,10/20/2025,21.77
5875229-PP,10/20/2025,10/20/2025,-1100.89
5875230-PP,10/20/2025,10/20/2025,22
